blr_id,blr_name,blr_category_name,blr_coverage
EDU009858MAP01,"St. Joseph Senior Secondary School, Narsinghgarh",Education Fees,IND-MAP-Rajgarh
EDU009859MAP01,St. Joseph'S Convent High School,Education Fees,IND-MAP-Shajapur
EDU009860MAP01,St. Joseph'S Convent Higher Secondary School,Education Fees,IND-MAP-Betul
EDU009861MAP01,St. Josephs Convent School,Education Fees,IND-MAP-Indore
EDU009862MAP01,"St. Joseph'S Convent School, Kotma",Education Fees,IND-MAP-Anuppur
EDU009863MAP01,"St. Josephs Convent School, Namli",Education Fees,IND-MAP-Jhabua
EDU009864MAP01,St. Joseph'S Convent Senior Secondary School,Education Fees,IND-MAP-Jhabua
EDU009865MAP01,St. Joseph'S Convent Sr Sec School,Education Fees,IND-MAP-Bhopal
EDU009866MAP01,St. Joseph'S Convent Sr Sec School,Education Fees,IND-MAP-Sagar
EDU009867MAP01,St. Joseph'S Higher Secondary School,Education Fees,IND-MAP-Sidhi
EDU009868MAP01,"St. Josephs School, Banda",Education Fees,IND-MAP-Sagar
EDU009869MAP01,St. Kolbe'S School,Education Fees,IND-MAP-Datia
EDU009870MAP01,St. Martins School,Education Fees,IND-MAP-Ujjain
EDU009871MAP01,"St. Mary Champion Hr. Sec. School, Indore",Education Fees,IND-MAP-Indore
EDU009872MAP01,St. Mary Convent Higher Secondary School,Education Fees,IND-MAP-Bhopal
EDU009873MAP01,St. Mary'S Co Ed. School,Education Fees,IND-MAP-Harda
EDU009874MAP01,"St. Marys Co-Ed H.S. School,Itarsi",Education Fees,IND-MAP-Betul
EDU009875MAP01,St. Mary'S Convent Senior Secondary School,Education Fees,IND-MAP-Dewas
EDU009876MAP01,St. Mary'S Convent Senior Secondary School,Education Fees,IND-MAP-Ujjain
EDU009877MAP01,St. Mary'S English Medium School,Education Fees,IND-MAP-Barwani
EDU009878MAP01,St. Mary'S English Medium School,Education Fees,IND-MAP-Balaghat
EDU009879MAP01,St. Marys Higher Secondary School,Education Fees,IND-MAP-Vidisha
EDU009880MAP01,St. Mary'S Hr. Sec. School,Education Fees,IND-MAP-East Nimar
EDU009881MAP01,St. Michael'S School,Education Fees,IND-MAP-Bhind
EDU009882MAP01,St. Montfort School,Education Fees,IND-MAP-Bhopal
EDU009883MAP01,St. Norbert School,Education Fees,IND-MAP-Damoh
EDU009884MAP01,St. Paul Higher Secondary School,Education Fees,IND-MAP-Indore
EDU009885MAP01,St. Paul'S Co-Ed School,Education Fees,IND-MAP-Bhopal
EDU009886MAP01,St. Pauls Convent Senior Secondary School,Education Fees,IND-MAP-Ujjain
EDU009887MAP01,St. Paul'S Higher Secondary School,Education Fees,IND-MAP-Katni
EDU009888MAP01,St. Paul'S School,Education Fees,IND-MAP-Gwalior
EDU009889MAP01,St. Peter'S School,Education Fees,IND-MAP-Gwalior
EDU009890MAP01,St. Pius Higher Secondary School,Education Fees,IND-MAP-Burhanpur
EDU009891MAP01,"St. Pius School, Sheopur",Education Fees,IND-MAP-Sheopur
EDU009892MAP01,St. Raphael'S Higher Secondary School,Education Fees,IND-MAP-Indore
EDU009893MAP01,St. Teresa'S Convent High School,Education Fees,IND-MAP-Shajapur
EDU009894MAP01,St. Theresa'S Girls School,Education Fees,IND-MAP-Bhopal
EDU009895MAP01,St. Theresa'S H.S.School Dhar,Education Fees,IND-MAP-Dewas
EDU009896MAP01,St. Thomas Convent Higher Secondary School,Education Fees,IND-MAP-Raisen
EDU009897MAP01,St. Thomas Higher Secondary School,Education Fees,IND-MAP-Ujjain
EDU009898MAP01,St. Thomas School,Education Fees,IND-MAP-Mandsaur
EDU009899MAP01,St. Vidhya Sagar Convent Higher Secondary School,Education Fees,IND-MAP-Balaghat
EDU009900MAP01,St. Vincent Pallotti School,Education Fees,IND-MAP-Indore
EDU009901MAP01,St. Xaviers High School -  Shanti Nagar,Education Fees,IND-MAP-Jabalpur
EDU009902MAP01,St. Xaviers High School - Ratan Nagar,Education Fees,IND-MAP-Jabalpur
EDU009903MAP01,St. Xavier'S Higher Secondary School,Education Fees,IND-MAP-Bhopal
EDU009904MAP01,"St. Xaviers International School,",Education Fees,IND-MAP-Burhanpur
EDU009905MAP01,St.Augusitnes (E.M.) High School School,Education Fees,IND-MAP-East Nimar
EDU009906MAP01,St.Flora Senior Secondary School,Education Fees,IND-MAP-Balaghat
EDU009907MAP01,"St.Francis Convent Hr.Sec.School,Raisen",Education Fees,IND-MAP-Raisen
EDU009908MAP01,St.Francis Convent School Budni,Education Fees,IND-MAP-Sehore
EDU009909MAP01,St.Francis High School,Education Fees,IND-MAP-Jabalpur
EDU009910MAP01,St.Francis School,Education Fees,IND-MAP-Betul
EDU009911MAP01,St.Joseph School,Education Fees,IND-MAP-Vidisha
EDU009912MAP01,St.Josephs Co-Ed School,Education Fees,IND-MAP-Bhopal
EDU009913MAP01,St.Joseph'S Convent Girls Senior Secondary School,Education Fees,IND-MAP-Jabalpur
EDU009914MAP01,St.Joseph'S Convent H.S.School,Education Fees,IND-MAP-Burhanpur
EDU009915MAP01,St.Joseph'S Convent School,Education Fees,IND-MAP-Jabalpur
EDU009916MAP01,St.Mary'S School,Education Fees,IND-MAP-Morena
EDU009917MAP01,St.Patrick'S Aa Ma U Ma Vi,Education Fees,IND-MAP-Hoshangabad
EDU009918MAP01,St.Raphael Co-Ed School,Education Fees,IND-MAP-Bhopal
EDU009919MAP01,"St.Thomas Higher Secondary School,Ashoknagar",Education Fees,IND-MAP-Ashoknagar
EDU009920MAP01,St.Thomas School,Education Fees,IND-MAP-Dewas
EDU009921MAP01,Standard Public School,Education Fees,IND-MAP-Indore
EDU009922MAP01,Stanford International School,Education Fees,IND-MAP-Ujjain
EDU009923MAP01,Stemfield International School,Education Fees,IND-MAP-Jabalpur
EDU009924MAP01,Step Forward Public School Junnardeo,Education Fees,IND-MAP-Chhindwara
EDU009925MAP01,Subhsh Montessori Public School,Education Fees,IND-MAP-Chhindwara
EDU009926MAP01,Sumitra Public School Babai,Education Fees,IND-MAP-Hoshangabad
EDU009927MAP01,"Sun Shine School, Mg Road, Sonkatch",Education Fees,IND-MAP-Dewas
EDU009928MAP01,Sunflower Eng. Med.H.S.School Harda,Education Fees,IND-MAP-Harda
EDU009929MAP01,"Supreme Academy, Ratangarh",Education Fees,IND-MAP-Neemuch
EDU009930MAP01,Svitm International School,Education Fees,IND-MAP-Gwalior
EDU009931MAP01,Swami Vivekanand Adarsh Higher Secondary School,Education Fees,IND-MAP-Sehore
EDU009932MAP01,Swami Vivekanand Higher Secondary School,Education Fees,IND-MAP-Shivpuri
EDU009933MAP01,Swami Vivekanand Public School,Education Fees,IND-MAP-Rajgarh
EDU009934MAP01,Swami Vivekanand Public School,Education Fees,IND-MAP-Satna
EDU009935MAP01,Swami Vivekanand Vidhya Peeth,Education Fees,IND-MAP-Jhabua
EDU009936MAP01,Swami Vivekananda Academy,Education Fees,IND-MAP-Gwalior
EDU009937MAP01,Swaroop Vidya Niketan Higher Secondary School,Education Fees,IND-MAP-Bhind
EDU009938MAP01,Swayam Academy,Education Fees,IND-MAP-Dhar
EDU009939MAP01,Syna International School,Education Fees,IND-MAP-Katni
EDU009940MAP01,T.R. Gandhi Public School,Education Fees,IND-MAP-Morena
EDU009941MAP01,Takshshila Junior College,Education Fees,IND-MAP-Ujjain
EDU009942MAP01,Takshshila Public Model High School,Education Fees,IND-MAP-Chhatarpur
EDU009943MAP01,Takshshila Public School,Education Fees,IND-MAP-Bhopal
EDU009944MAP01,Tarasadan Higher Secondary School,Education Fees,IND-MAP-Ashoknagar
EDU009945MAP01,The Aditya Birla Public School,Education Fees,IND-MAP-Neemuch
EDU009946MAP01,The Aditya Birla Public School,Education Fees,IND-MAP-Ujjain
EDU009947MAP01,The Anglo International School,Education Fees,IND-MAP-Barwani
EDU009948MAP01,The Bhavans Prominent International,Education Fees,IND-MAP-Indore
EDU009949MAP01,The Creative Public Higher Secondary School,Education Fees,IND-MAP-West Nimar
EDU009950MAP01,The Juniors'College English Medium Co-Ed School,Education Fees,IND-MAP-Indore
EDU009951MAP01,The Krishna Valley School,Education Fees,IND-MAP-Raisen
EDU009952MAP01,"The Mayoor School, Bhopal",Education Fees,IND-MAP-Bhopal
EDU009954MAP01,The New Digamber Public School,Education Fees,IND-MAP-Indore
EDU009955MAP01,The New Green Field Public Academy,Education Fees,IND-MAP-Indore
EDU009956MAP01,The Oxford School,Education Fees,IND-MAP-Burhanpur
EDU009957MAP01,The Pacific International Public School Gwalior,Education Fees,IND-MAP-Gwalior
EDU009958MAP01,The Radient Higher Secondary School,Education Fees,IND-MAP-Sagar
EDU009959MAP01,The Royal Heritage Public School,Education Fees,IND-MAP-Jabalpur
EDU009960MAP01,The Sanskaar Valley School,Education Fees,IND-MAP-Bhopal
EDU009961MAP01,"The Sanskar Valley Public School, Petlawad",Education Fees,IND-MAP-Jhabua
EDU009962MAP01,The Sapphire School,Education Fees,IND-MAP-Jhabua
EDU009963MAP01,The Scindia School,Education Fees,IND-MAP-Gwalior
EDU009964MAP01,The Shishu Kunj International Public School,Education Fees,IND-MAP-Indore
EDU009965MAP01,The Shivhare International School,Education Fees,IND-MAP-Sehore
EDU009966MAP01,The South Indian Cultural Association Senior Secondary School,Education Fees,IND-MAP-Indore
EDU009967MAP01,The South Indian Cultural Association Senior Secondary School,Education Fees,IND-MAP-Dhar
EDU009968MAP01,The Star Academy Sansthan,Education Fees,IND-MAP-Chhatarpur
EDU009969MAP01,The Vardhaman Heights International School,Education Fees,IND-MAP-Ujjain
EDU009970MAP01,The Vidhyanjali International School,Education Fees,IND-MAP-Indore
EDU009971MAP01,The Wood Stock School,Education Fees,IND-MAP-Gwalior
EDU009972MAP01,Toppers Academy,Education Fees,IND-MAP-Ujjain
EDU009973MAP01,Trinity Convent Higher Secondary School,Education Fees,IND-MAP-Vidisha
EDU009974MAP01,Tss International School,Education Fees,IND-MAP-Morena
EDU009975MAP01,Uday Public School,Education Fees,IND-MAP-Balaghat
EDU009976MAP01,Ultroneous School Of Studies,Education Fees,IND-MAP-Morena
EDU009977MAP01,University Innovative School,Education Fees,IND-MAP-Indore
EDU009978MAP01,Unnati Academy,Education Fees,IND-MAP-Dhar
EDU009979MAP01,Valley Green Public School,Education Fees,IND-MAP-Gwalior
EDU009980MAP01,Vandana Convent School,Education Fees,IND-MAP-Guna
EDU009981MAP01,Vankhandeshwar Vidyapeeth,Education Fees,IND-MAP-Morena
EDU009982MAP01,Vardhaman Public School,Education Fees,IND-MAP-Betul
EDU009983MAP01,Varni Digamber Jain Gurukul H.S. School,Education Fees,IND-MAP-Jabalpur
EDU009984MAP01,Vasant International Public School,Education Fees,IND-MAP-Betul
EDU009985MAP01,Vatsalaya Public School,Education Fees,IND-MAP-Mandsaur
EDU009986MAP01,Vatsalya Senior Secondary School,Education Fees,IND-MAP-Sagar
EDU009987MAP01,Vatsalya Senior Secondary School,Education Fees,IND-MAP-Vidisha
EDU009988MAP01,Vedaant International School,Education Fees,IND-MAP-Indore
EDU009989MAP01,Vedaanta The Global School,Education Fees,IND-MAP-Dewas
EDU009990MAP01,Venus Public School,Education Fees,IND-MAP-Gwalior
EDU009991MAP01,Victor Convent Higher Secondary School,Education Fees,IND-MAP-Morena
EDU009992MAP01,Vidhya Valley Public School,Education Fees,IND-MAP-Sehore
EDU009993MAP01,Vidhyanjali International School,Education Fees,IND-MAP-Ujjain
EDU009994MAP01,Vidisha International Public School,Education Fees,IND-MAP-Vidisha
EDU009995MAP01,Vidya Bhavan Public School Guna,Education Fees,IND-MAP-Guna
EDU009996MAP01,Vidya Bhavan Public School,Education Fees,IND-MAP-Gwalior
EDU009997MAP01,Vidya Bhavan Public School,Education Fees,IND-MAP-Indore
EDU009998MAP01,Vidya Bhawan,Education Fees,IND-MAP-Ujjain
EDU009999MAP01,Vidya Bhumi Public School,Education Fees,IND-MAP-Chhindwara
EDU010000MAP01,Vidya Niket,Education Fees,IND-MAP-Gwalior
EDU010001MAP01,Vidya Niketan Higher Secondary School,Education Fees,IND-MAP-Bhopal
EDU010002MAP01,Vidya Sagar School,Education Fees,IND-MAP-Indore
EDU010003MAP01,Vidya Vijay Bal Mandir,Education Fees,IND-MAP-Indore
EDU010004MAP01,"Vidyakunj International School, Khandwa",Education Fees,IND-MAP-Burhanpur
EDU010005MAP01,Vidyavati Public Central School,Education Fees,IND-MAP-Bhind
EDU010006MAP01,Vidyodaya International School,Education Fees,IND-MAP-Dhar
EDU010007MAP01,Vidyut Mandal Hr.Sec.School,Education Fees,IND-MAP-Umaria
EDU010008MAP01,Vimla Convent Higher Secondary School,Education Fees,IND-MAP-West Nimar
EDU010009MAP01,Vinayak Public School,Education Fees,IND-MAP-Indore
EDU010010MAP01,Vindhyachal Academy,Education Fees,IND-MAP-Bhopal
EDU010011MAP01,Vindhyachal Academy,Education Fees,IND-MAP-Dewas
EDU010012MAP01,Vision International Public School,Education Fees,IND-MAP-Jabalpur
EDU010013MAP01,Vivekanand Vidya Vihar,Education Fees,IND-MAP-Barwani
EDU010014MAP01,Wendy School Junior College,Education Fees,IND-MAP-Gwalior
EDU010015MAP01,Wisdom Valley School,Education Fees,IND-MAP-Jabalpur
EDU010016MAP01,Wisdom Valley Secondary School.Rewa,Education Fees,IND-MAP-Rewa
EDU010017MAP01,Wishwood Cottage School,Education Fees,IND-MAP-Indore
EDU010018MAP01,World Way International School,Education Fees,IND-MAP-Bhopal
EDU010019MAP01,World Way School,Education Fees,IND-MAP-Vidisha
EDU010020MAP01,Yash Public School,Education Fees,IND-MAP-Ujjain
EDU010021MAP01,"Yashwant Public School, Mhow",Education Fees,IND-MAP-Indore
EDU010022MAP01,Yatharth Futuristic Academy,Education Fees,IND-MAP-Ujjain
EDU010023MAP01,Yugdharma Public School,Education Fees,IND-MAP-Shajapur
EDU010024MAH01,A.B.V.M. Agrawal Jatiya Kosh'S Seth Juggilal Poddar Academy,Education Fees,IND-MAH-Mumbai
EDU010025MAH01,A.P. International School,Education Fees,IND-MAH-Thane
EDU010026MAH01,Aarya Public School,Education Fees,IND-MAH-Solapur
EDU010027MAH01,Aaryans School,Education Fees,IND-MAH-Pune
EDU010028MAH01,"Abhinav Education Societys Vasundhara Academy, Akole",Education Fees,IND-MAH-Ahmednagar
EDU010029MAH01,Abhinav English School,Education Fees,IND-MAH-Pune
EDU010030MAH01,Abhinav Vidyalay,Education Fees,IND-MAH-Thane
EDU010031MAH01,Abhyasa English School,Education Fees,IND-MAH-Amravati
EDU010032MAH01,Ace Academy,Education Fees,IND-MAH-Aurangabad
EDU010033MAH01,Achievers Heights International School,Education Fees,IND-MAH-Dhule
EDU010034MAH01,Activity High School,Education Fees,IND-MAH-Mumbai
EDU010035MAH01,Adarsh Public School.Vita,Education Fees,IND-MAH-Sangli
EDU010036MAH01,Adarsh Sanskar Vidyalaya Cbse,Education Fees,IND-MAH-Nagpur
EDU010037MAH01,Adv.Lalita Patil International School,Education Fees,IND-MAH-Jalgaon
EDU010038MAH01,Agp Public School,Education Fees,IND-MAH-Aurangabad
EDU010039MAH01,Agragami Convent School,Education Fees,IND-MAH-Wardha
EDU010040MAH01,Agrasen Vidya Mandir,Education Fees,IND-MAH-Aurangabad
EDU010041MAH01,Ahinsa International School,Education Fees,IND-MAH-Dhule
EDU010042MAH01,Airson English School,Education Fees,IND-MAH-Thane
EDU010043MAH01,Akshara High School,Education Fees,IND-MAH-Mumbai
EDU010044MAH01,Akshara International School,Education Fees,IND-MAH-Pune
EDU010045MAH01,Al Barkaat Malik Muhammad Islam English School,Education Fees,IND-MAH-Mumbai
EDU010046MAH01,Alard Public School,Education Fees,IND-MAH-Pune
EDU010047MAH01,Al-Irfan School,Education Fees,IND-MAH-Aurangabad
EDU010048MAH01,All Saints High School,Education Fees,IND-MAH-Satara
EDU010049MAH01,Alphonsa High School,Education Fees,IND-MAH-Wardha
EDU010050MAH01,Amana School,Education Fees,IND-MAH-Pune
EDU010051MAH01,Ambuja Vidya Niketan,Education Fees,IND-MAH-Chandrapur
EDU010052MAH01,Amrishbhai R Patel School,Education Fees,IND-MAH-Dhule
EDU010053MAH01,Amrita Vidyalayam,Education Fees,IND-MAH-Thane
EDU010054MAH01,Amrutvahini International School,Education Fees,IND-MAH-Ahmednagar
EDU010055MAH01,Anandsagar Public School,Education Fees,IND-MAH-Sangli
EDU010056MAH01,Anchorwala Education Academy,Education Fees,IND-MAH-Raigad
EDU010057MAH01,Angel High School,Education Fees,IND-MAH-Pune
EDU010058MAH01,Anil Jindal World School,Education Fees,IND-MAH-Jalna
EDU010059MAH01,Anisha Global School,Education Fees,IND-MAH-Pune
EDU010060MAH01,Anubhuti School,Education Fees,IND-MAH-Jalgaon
EDU010061MAH01,Apeejay School,Education Fees,IND-MAH-Mumbai
EDU010062MAH01,Apeejay School,Education Fees,IND-MAH-Thane
EDU010063MAH01,Appasaheb Birnale Public School,Education Fees,IND-MAH-Sangli
EDU010064MAH01,Army Public School Dighi,Education Fees,IND-MAH-Pune
EDU010065MAH01,Arohan Academy English School,Education Fees,IND-MAH-Aurangabad
EDU010066MAH01,Arunodaya Public School,Education Fees,IND-MAH-Mumbai
EDU010067MAH01,Arvind Indo Public School,Education Fees,IND-MAH-Nagpur
EDU010068MAH01,Arvind Indo Public School,Education Fees,IND-MAH-Nagpur
EDU010069MAH01,Arya Vidya Mandir,Education Fees,IND-MAH-Mumbai
EDU010070MAH01,Ascent International School,Education Fees,IND-MAH-Pune
EDU010071MAH01,Ashok Academy,Education Fees,IND-MAH-Mumbai
EDU010072MAH01,Ashoka Universal School,Education Fees,IND-MAH-Nashik
EDU010073MAH01,Ashoka Universal School,Education Fees,IND-MAH-Nashik
EDU010074MAH01,Asim Saraf Central Academy,Education Fees,IND-MAH-Gondia
EDU010075MAH01,Asp Public School,Education Fees,IND-MAH-Thane
EDU010076MAH01,Atma Malik International School,Education Fees,IND-MAH-Mumbai
EDU010077MAH01,"Atma Malik International School, Kokamthan",Education Fees,IND-MAH-Ahmednagar
EDU010078MAH01,Atomic Energy Central School,Education Fees,IND-MAH-Thane
EDU010079MAH01,Atomic Energy Central School - 3,Education Fees,IND-MAH-Thane
EDU010080MAH01,Avalon Heights International School,Education Fees,IND-MAH-Raigad
EDU010081MAH01,B G Academy (Pratham),Education Fees,IND-MAH-Pune
EDU010082MAH01,B J M Carmel Academy,Education Fees,IND-MAH-Chandrapur
EDU010083MAH01,B K Birla Centre For Edn.,Education Fees,IND-MAH-Pune
EDU010084MAH01,B V Bhavans Lloyds Vidya Niketan,Education Fees,IND-MAH-Wardha
EDU010085MAH01,B.K. Birla Public School,Education Fees,IND-MAH-Thane
EDU010086MAH01,Bal Bharati Public School,Education Fees,IND-MAH-Raigad
EDU010087MAH01,Bal Bharati Public School,Education Fees,IND-MAH-Ratnagiri
EDU010088MAH01,Bal Seva English Medium School,Education Fees,IND-MAH-Pune
EDU010089MAH01,Ballarpur Public School,Education Fees,IND-MAH-Chandrapur
EDU010090MAH01,Bapusaheb D.D. Vispute Primary English School,Education Fees,IND-MAH-Raigad
EDU010091MAH01,Barnes School & Junior College,Education Fees,IND-MAH-Nashik
EDU010092MAH01,Beacon High School,Education Fees,IND-MAH-Mumbai
EDU010093MAH01,Beacon High School,Education Fees,IND-MAH-Pune
EDU010094MAH01,Bhaktivedanta Swami Mission School,Education Fees,IND-MAH-Mumbai
EDU010095MAH01,Bharati Vidyapeeth English Medium School,Education Fees,IND-MAH-Thane
EDU010096MAH01,"Bharati Vidyapeeth English Medium School,Balewadi",Education Fees,IND-MAH-Pune
EDU010097MAH01,Bharati Vidyapeeth God'S Valley International School,Education Fees,IND-MAH-Satara
EDU010098MAH01,"Bharati Vidyappeth English Medium High School,",Education Fees,IND-MAH-Pune
EDU010099MAH01,Bharatiya Vidya Bhavan,Education Fees,IND-MAH-Wardha
EDU010100MAH01,"Bharatiya Vidya Bhavan'S Bhagwandas Purohit Vidya Mandir,",Education Fees,IND-MAH-Nagpur
EDU010101MAH01,Bharti Krishna Vidya Vihar,Education Fees,IND-MAH-Nagpur
EDU010102MAH01,Bhavana Public School,Education Fees,IND-MAH-Washim
EDU010103MAH01,Bhavans Bhagwandas Purohit Vidya Mandir,Education Fees,IND-MAH-Nagpur
EDU010104MAH01,"Bhavans Bhagwandas Purohit Vidya Mandir,",Education Fees,IND-MAH-Nagpur
EDU010105MAH01,Bhavans Bhagwandass Purohit Vidya Mandir,Education Fees,IND-MAH-Nagpur
EDU010106MAH01,"Bhavans Ntpc Vidya Mandir, Mouda",Education Fees,IND-MAH-Nagpur
EDU010107MAH01,Bhel Secondary School,Education Fees,IND-MAH-Beed
EDU010108MAH01,Billabong High International School,Education Fees,IND-MAH-Thane
EDU010109MAH01,"Billabong High International School, Malad ( West )",Education Fees,IND-MAH-Mumbai
EDU010110MAH01,Billimoria High School,Education Fees,IND-MAH-Satara
EDU010111MAH01,Bishop Cotton School,Education Fees,IND-MAH-Nagpur
EDU010112MAH01,Bloomingdale International School,Education Fees,IND-MAH-Pune
EDU010113MAH01,Blossom Public School,Education Fees,IND-MAH-Pune
EDU010114MAH01,Blossom Public School (New),Education Fees,IND-MAH-Pune
EDU010115MAH01,Blue Ridge Public School ,Education Fees,IND-MAH-Pune
EDU010116MAH01,Bohara Central School Jamner,Education Fees,IND-MAH-Jalgaon
EDU010117MAH01,"Bohra Central School,Parola.",Education Fees,IND-MAH-Jalgaon
EDU010118MAH01,Bombay International School,Education Fees,IND-MAH-Mumbai
EDU010119MAH01,Bombay Scottish School,Education Fees,IND-MAH-Mumbai
EDU010120MAH01,Bombay Scottish School,Education Fees,IND-MAH-Mumbai
EDU010121MAH01,Bright Scholars School,Education Fees,IND-MAH-Nagpur
EDU010122MAH01,Buds International School,Education Fees,IND-MAH-Pune
EDU010123MAH01,Buldana Cambridge School,Education Fees,IND-MAH-Buldhana
EDU010124MAH01,Caelum High School,Education Fees,IND-MAH-Pune
EDU010125MAH01,Cambridge School,Education Fees,IND-MAH-Aurangabad
EDU010126MAH01,Cambridge School,Education Fees,IND-MAH-Mumbai
EDU010127MAH01,"Cambridge School, Miraj",Education Fees,IND-MAH-Sangli
EDU010128MAH01,Campion School,Education Fees,IND-MAH-Mumbai
EDU010129MAH01,Carmel Academy,Education Fees,IND-MAH-Chandrapur
EDU010130MAH01,Carmel Academy,Education Fees,IND-MAH-Nagpur
EDU010131MAH01,Carmel Academy,Education Fees,IND-MAH-Nagpur
EDU010132MAH01,Carmel High School,Education Fees,IND-MAH-Chandrapur
EDU010133MAH01,Cathedral & John Connon School,Education Fees,IND-MAH-Mumbai
EDU010134MAH01,Central India Public School,Education Fees,IND-MAH-Nagpur
EDU010135MAH01,Central India Public School,Education Fees,IND-MAH-Nagpur
EDU010136MAH01,Central Public School,Education Fees,IND-MAH-Buldhana
EDU010137MAH01,Centre Point School,Education Fees,IND-MAH-Thane
EDU010138MAH01,Centre Point School,Education Fees,IND-MAH-Nagpur
EDU010139MAH01,Centre Point School,Education Fees,IND-MAH-Nagpur
EDU010140MAH01,Chanda Public School,Education Fees,IND-MAH-Chandrapur
EDU010141MAH01,Channawars E Vidyamandir,Education Fees,IND-MAH-Wardha
EDU010142MAH01,Chate School,Education Fees,IND-MAH-Aurangabad
EDU010143MAH01,Chatrabhuj Narsee Memorial School,Education Fees,IND-MAH-Mumbai
EDU010144MAH01,Chhatrapati Shahu Vidyalaya,Education Fees,IND-MAH-Kolhapur
EDU010145MAH01,Chhatrapati Shivaji Public School,Education Fees,IND-MAH-Dhule
EDU010146MAH01,Children'S Academy,Education Fees,IND-MAH-Mumbai
EDU010147MAH01,Childrens Academy - Thakur Complex,Education Fees,IND-MAH-Mumbai
EDU010148MAH01,Childrens Academy - Chakravarthy Ashok Cross Road,Education Fees,IND-MAH-Mumbai
EDU010149MAH01,Chinmaya Vidyalaya,Education Fees,IND-MAH-Thane
EDU010150MAH01,Christ Academy,Education Fees,IND-MAH-Thane
EDU010151MAH01,Christ Church School,Education Fees,IND-MAH-Mumbai
EDU010152MAH01,Christ International Scholl,Education Fees,IND-MAH-Latur
EDU010153MAH01,City International School,Education Fees,IND-MAH-Pune
EDU010154MAH01,City International School,Education Fees,IND-MAH-Pune
EDU010155MAH01,City International School,Education Fees,IND-MAH-Pune
EDU010156MAH01,City International School,Education Fees,IND-MAH-Pune
EDU010157MAH01,City International School,Education Fees,IND-MAH-Mumbai
EDU010158MAH01,City International School Kothrud,Education Fees,IND-MAH-Pune
EDU010159MAH01,City Pride School,Education Fees,IND-MAH-Pune
EDU010160MAH01,Codesh School,Education Fees,IND-MAH-Satara
EDU010161MAH01,Colonel Parab'S School - A Gurukul,Education Fees,IND-MAH-Ahmednagar
EDU010162MAH01,D.K.Patil English Medium School,Education Fees,IND-MAH-Sangli
EDU010163MAH01,"D.K.T.E. Society'S  International School,",Education Fees,IND-MAH-Kolhapur
EDU010164MAH01,Darshan Academy,Education Fees,IND-MAH-Pune
EDU010165MAH01,Datta Meghe Wld Academy,Education Fees,IND-MAH-Thane
EDU010166MAH01,Dattakala Shikshan Sanstha,Education Fees,IND-MAH-Pune
EDU010167MAH01,Daulati International English Medium School,Education Fees,IND-MAH-Nashik
EDU010168MAH01,Dav International School,Education Fees,IND-MAH-Raigad
EDU010169MAH01,Dav Moil Public School,Education Fees,IND-MAH-Bhandara
EDU010170MAH01,Dav Public School,Education Fees,IND-MAH-Thane
EDU010171MAH01,Dav Public School,Education Fees,IND-MAH-Thane
EDU010172MAH01,Dav Public School,Education Fees,IND-MAH-Mumbai
EDU010173MAH01,Dav Public School,Education Fees,IND-MAH-Pune
EDU010174MAH01,Dav Public School,Education Fees,IND-MAH-Yavatmal
EDU010175MAH01,David English Medium School,Education Fees,IND-MAH-Raigad
EDU010176MAH01,Deep Public School,Education Fees,IND-MAH-Kolhapur
EDU010177MAH01,Delhi Public School,Education Fees,IND-MAH-Gondia
EDU010178MAH01,Delhi Public School,Education Fees,IND-MAH-Nagpur
EDU010179MAH01,Delhi Public School,Education Fees,IND-MAH-Nashik
EDU010180MAH01,Delhi Public School,Education Fees,IND-MAH-Thane
EDU010181MAH01,Delhi Public School,Education Fees,IND-MAH-Pune
EDU010182MAH01,Delhi Public School Panvel,Education Fees,IND-MAH-Raigad
EDU010183MAH01,"Delhi Public School, Dhamtari",Education Fees,IND-MAH-Raigad
EDU010184MAH01,Deogiri Global Academy,Education Fees,IND-MAH-Aurangabad
EDU010185MAH01,Devyanee International School,Education Fees,IND-MAH-Chandrapur
EDU010186MAH01,"Dg Agrawal Memorial National Public School , Varadipada",Education Fees,IND-MAH-Dhule
EDU010187MAH01,Dhirubhai Ambani International School,Education Fees,IND-MAH-Mumbai
EDU010188MAH01,Dhruv Academy,Education Fees,IND-MAH-Ahmednagar
EDU010189MAH01,Diamond Jubilee High School,Education Fees,IND-MAH-Mumbai
EDU010190MAH01,Dilsagram Convent English Medium School,Education Fees,IND-MAH-Chandrapur
EDU010191MAH01,Divine Providence School,Education Fees,IND-MAH-Nagpur
EDU010192MAH01,Dnyan Ganga Education Trust'S International School,Education Fees,IND-MAH-Mumbai
EDU010193MAH01,Dnyanada English School,Education Fees,IND-MAH-Aurangabad
EDU010194MAH01,Dnyanasadhana Vidyaniketan,Education Fees,IND-MAH-Thane
EDU010195MAH01,Dnyandeep International School,Education Fees,IND-MAH-Sangli
EDU010196MAH01,Dnyaneshwar International School,Education Fees,IND-MAH-Ahmednagar
EDU010197MAH01,Dnyanvardhini English Medium School,Education Fees,IND-MAH-Pune
EDU010198MAH01,Dolphins International School,Education Fees,IND-MAH-Pune
EDU010199MAH01,Don Bosco Senior Secondary School,Education Fees,IND-MAH-Thane
EDU010200MAH01,Dr  Mar Theophilus School,Education Fees,IND-MAH-Pune
